BetaID,GroupCK,MeanCK,SDCK,GroupTR,MeanTR,SDTR,StudyID,Publication,Pubyear,Latitude,Longitude,MAPmean,MATmean,Rotation_cycles,SpeciesRichness,Duration,Longitude_Sub,MAPmean2_Sub,MATmean_Sub,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,Plant_stage,Rotation_cycles2,SpeciesRichness2,Duration2,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,Primer,Variable,GroupCK,Xc,Sc,GroupTR,Xe,Se,Nc,Ne,RR,ViCK,ViTR,Vi,pHCK,pHTR,RRpH,SOCCK,SOCTR,RRSOC,TCCK,TCTR,RRTOC,TNCK,TNTR,RRTN,NO3CK,NO3TR,RRNO3,NH4CK,NH4TR,RRNH4,APCK,APTR,RRAP,AKCK,AKTR,RRAK,ANCK,ANTR,RRAN,YieldCK,YieldTR,RRYield
Fungi_Z17U,Fungi_Z17UVCK,131.3333333,68.24465791,Fungi_Z17UTR,178,30.07767722,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17UVCK,131.3333333,68.24465791,Fungi_Z17UTR,178,30.07767722,4,4,0.30404493,0.067503672,0.007138198,0.07464187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17V,Fungi_Z17UVCK,131.3333333,68.24465791,Fungi_Z17VTR,132.5,42.91464397,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17UVCK,131.3333333,68.24465791,Fungi_Z17VTR,132.5,42.91464397,4,4,0.008844025,0.067503672,0.026225228,0.0937289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17W,Fungi_Z17WXCK,133.75,99.75093985,Fungi_Z17WTR,100.5,17.40689519,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17WXCK,133.75,99.75093985,Fungi_Z17WTR,100.5,17.40689519,4,4,-0.285814658,0.139054939,0.007499814,0.146554754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17X,Fungi_Z17WXCK,133.75,99.75093985,Fungi_Z17XTR,124.6666667,39.10669167,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17WXCK,133.75,99.75093985,Fungi_Z17XTR,124.6666667,39.10669167,4,4,-0.070328877,0.139054939,0.02460036,0.1636553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17Y,Fungi_Z17YZCK,112.75,53.42518133,Fungi_Z17YTR,80.5,24.35159132,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17YZCK,112.75,53.42518133,Fungi_Z17YTR,80.5,24.35159132,4,4,-0.336915794,0.056130501,0.022877204,0.079007705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17Z,Fungi_Z17YZCK,112.75,53.42518133,Fungi_Z17ZTR,138,70.76722405,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17YZCK,112.75,53.42518133,Fungi_Z17ZTR,138,70.76722405,4,4,0.202080707,0.056130501,0.065742491,0.121872992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZA,Fungi_Z17ZAZBCK,99.66666667,48.78865988,Fungi_Z17ZATR,136.5,82.63373,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZAZBCK,99.66666667,48.78865988,Fungi_Z17ZATR,136.5,82.63373,4,4,0.31449333,0.059907048,0.091619817,0.151526865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZB,Fungi_Z17ZAZBCK,99.66666667,48.78865988,Fungi_Z17ZBTR,184.3333333,105.006349,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZAZBCK,99.66666667,48.78865988,Fungi_Z17ZBTR,184.3333333,105.006349,4,4,0.614914428,0.059907048,0.081126618,0.141033666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZC,Fungi_Z17ZCZDCK,133.3333333,96.76948555,Fungi_Z17ZCTR,115.5,67.49074011,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZCZDCK,133.3333333,96.76948555,Fungi_Z17ZCTR,115.5,67.49074011,4,4,-0.143581728,0.131685938,0.085361968,0.217047906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZD,Fungi_Z17ZCZDCK,133.3333333,96.76948555,Fungi_Z17ZDTR,110,12.72792206,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,2,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZCZDCK,133.3333333,96.76948555,Fungi_Z17ZDTR,110,12.72792206,4,4,-0.192371892,0.131685938,0.003347107,0.135033045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZE,Fungi_Z17ZEZFCK,200,NA,Fungi_Z17ZETR,178.6666667,83.39264556,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZEZFCK,200,20,Fungi_Z17ZETR,178.6666667,83.39264556,4,4,-0.112795494,0.0025,0.054463863,0.056963863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZF,Fungi_Z17ZEZFCK,200,NA,Fungi_Z17ZFTR,251,NA,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZEZFCK,200,20,Fungi_Z17ZFTR,251,25.1,4,4,0.227135573,0.0025,0.0025,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZG,Fungi_Z17ZGZHCK,53,NA,Fungi_Z17ZGTR,118,34.11744422,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZGZHCK,53,5.3,Fungi_Z17ZGTR,118,34.11744422,4,4,0.800392711,0.0025,0.020899167,0.023399167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZI,Fungi_Z17ZIZJCK,106,NA,Fungi_Z17ZITR,139.75,88.57906073,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZIZJCK,106,10.6,Fungi_Z17ZITR,139.75,88.57906073,4,4,0.276416018,0.0025,0.100438107,0.102938107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZJ,Fungi_Z17ZIZJCK,106,NA,Fungi_Z17ZJTR,137.5,28.99137803,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZIZJCK,106,10.6,Fungi_Z17ZJTR,137.5,28.99137803,4,4,0.260184823,0.0025,0.01111405,0.01361405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZK,Fungi_Z17ZKZLCK,39,NA,Fungi_Z17ZKTR,97,33.9411255,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZKZLCK,39,3.9,Fungi_Z17ZKTR,97,33.9411255,4,4,0.911149332,0.0025,0.030608991,0.033108991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZL,Fungi_Z17ZKZLCK,39,NA,Fungi_Z17ZLTR,297,243.6247114,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZKZLCK,39,3.9,Fungi_Z17ZLTR,297,243.6247114,4,4,2.030170493,0.0025,0.168216962,0.170716962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZM,Fungi_Z17ZMZNCK,119,NA,Fungi_Z17ZMTR,131,120.3287164,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZMZNCK,119,11.9,Fungi_Z17ZMTR,131,120.3287164,4,4,0.09607383,0.0025,0.21092885,0.21342885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZN,Fungi_Z17ZMZNCK,119,NA,Fungi_Z17ZNTR,75,NA,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZMZNCK,119,11.9,Fungi_Z17ZNTR,75,7.5,4,4,-0.46163538,0.0025,0.0025,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZO,Fungi_Z17ZOZPCK,159.6666667,2.081665999,Fungi_Z17ZOTR,183.5,107.0404908,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZOZPCK,159.6666667,2.081665999,Fungi_Z17ZOTR,183.5,107.0404908,4,4,0.139126359,4.25E-05,0.085067575,0.08511007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZP,Fungi_Z17ZOZPCK,159.6666667,2.081665999,Fungi_Z17ZPTR,132,60.34898508,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZOZPCK,159.6666667,2.081665999,Fungi_Z17ZPTR,132,60.34898508,4,4,-0.190286386,4.25E-05,0.05225551,0.052298004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZQ,Fungi_Z17ZQZRCK,113.5,61.49525727,Fungi_Z17ZQTR,105.5,76.51797175,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZQZRCK,113.5,61.49525727,Fungi_Z17ZQTR,105.5,76.51797175,4,4,-0.073091884,0.073389095,0.131510972,0.204900067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZR,Fungi_Z17ZQZRCK,113.5,61.49525727,Fungi_Z17ZRTR,150.5,53.40099874,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZQZRCK,113.5,61.49525727,Fungi_Z17ZRTR,150.5,53.40099874,4,4,0.282160247,0.073389095,0.031475002,0.104864097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZS,Fungi_Z17ZSZTCK,147.25,67.65291322,Fungi_Z17ZSTR,171.25,54.19947724,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZSZTCK,147.25,67.65291322,Fungi_Z17ZSTR,171.25,54.19947724,4,4,0.150992655,0.052771861,0.025042002,0.077813863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZT,Fungi_Z17ZSZTCK,147.25,67.65291322,Fungi_Z17ZTTR,145.3333333,68.59543231,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZSZTCK,147.25,67.65291322,Fungi_Z17ZTTR,145.3333333,68.59543231,4,4,-0.013101868,0.052771861,0.055692913,0.108464774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZU,Fungi_Z17ZUZVCK,159.5,69.25556536,Fungi_Z17ZUTR,121.75,54.63439088,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZUZVCK,159.5,69.25556536,Fungi_Z17ZUTR,121.75,54.63439088,4,4,-0.27007416,0.047133316,0.050342442,0.097475758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZV,Fungi_Z17ZUZVCK,159.5,69.25556536,Fungi_Z17ZVTR,227.75,114.009868,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZUZVCK,159.5,69.25556536,Fungi_Z17ZVTR,227.75,114.009868,4,4,0.356204614,0.047133316,0.062648132,0.109781447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZW,Fungi_Z17ZWZXCK,136.5,67.66830868,Fungi_Z17ZWTR,172.5,52.46903849,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZWZXCK,136.5,67.66830868,Fungi_Z17ZWTR,172.5,52.46903849,4,4,0.234072622,0.061439171,0.023129595,0.084568766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZX,Fungi_Z17ZWZXCK,136.5,67.66830868,Fungi_Z17ZXTR,153.75,73.98817473,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZWZXCK,136.5,67.66830868,Fungi_Z17ZXTR,153.75,73.98817473,4,4,0.119003292,0.061439171,0.057894111,0.119333282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZY,Fungi_Z17ZYZZCK,136.75,40.7134294,Fungi_Z17ZYTR,164.25,97.8549096,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZYZZCK,136.75,40.7134294,Fungi_Z17ZYTR,164.25,97.8549096,4,4,0.183235216,0.022159538,0.088734906,0.110894444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZZ,Fungi_Z17ZYZZCK,136.75,40.7134294,Fungi_Z17ZZTR,191.75,56.71786902,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZYZZCK,136.75,40.7134294,Fungi_Z17ZZTR,191.75,56.71786902,4,4,0.338037999,0.022159538,0.021873036,0.044032575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZZA,Fungi_Z17ZZAZZBCK,88.5,24.44722206,Fungi_Z17ZZATR,93.75,49.17570538,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZZAZZBCK,88.5,24.44722206,Fungi_Z17ZZATR,93.75,49.17570538,4,4,0.057629113,0.019077106,0.068785778,0.087862884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZZB,Fungi_Z17ZZAZZBCK,88.5,24.44722206,Fungi_Z17ZZBTR,131.75,60.30132669,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZZAZZBCK,88.5,24.44722206,Fungi_Z17ZZBTR,131.75,60.30132669,4,4,0.397903635,0.019077106,0.052371196,0.071448303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z17ZZC,Fungi_Z17ZZCZZDCK,141,48.25626039,Fungi_Z17ZZCTR,128.25,91.84180239,Z17,"Wooliver et al., 2025",2025,35.6332,-88.8601,1363.999969,15.50833321,1.5,2,3,LongitudeXy0,MAPDy1200,MATDy15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS2,Plant_Pathogen,Fungi_Z17ZZCZZDCK,141,48.25626039,Fungi_Z17ZZCTR,128.25,91.84180239,4,4,-0.094778406,0.029282565,0.128205323,0.157487888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
